artist,track,Week,Ranking
3 Doors Down,Kryptonite,60,101
3 Doors Down,Kryptonite,61,101
3 Doors Down,Kryptonite,62,101
3 Doors Down,Kryptonite,63,101
3 Doors Down,Kryptonite,64,101
3 Doors Down,Kryptonite,65,101
3 Doors Down,Kryptonite,66,101
3 Doors Down,Kryptonite,67,101
3 Doors Down,Kryptonite,68,101
3 Doors Down,Kryptonite,69,101
3 Doors Down,Kryptonite,70,101
3 Doors Down,Kryptonite,71,101
3 Doors Down,Kryptonite,72,101
3 Doors Down,Kryptonite,73,101
3 Doors Down,Kryptonite,74,101
3 Doors Down,Kryptonite,75,101
3 Doors Down,Kryptonite,76,101
3 Doors Down,Loser,1,76
3 Doors Down,Loser,2,76
3 Doors Down,Loser,3,72
3 Doors Down,Loser,4,69
3 Doors Down,Loser,5,67
3 Doors Down,Loser,6,65
3 Doors Down,Loser,7,55
3 Doors Down,Loser,8,59
3 Doors Down,Loser,9,62
3 Doors Down,Loser,10,61
3 Doors Down,Loser,11,61
3 Doors Down,Loser,12,59
3 Doors Down,Loser,13,61
3 Doors Down,Loser,14,66
3 Doors Down,Loser,15,72
3 Doors Down,Loser,16,76
3 Doors Down,Loser,17,75
3 Doors Down,Loser,18,67
3 Doors Down,Loser,19,73
3 Doors Down,Loser,20,70
3 Doors Down,Loser,21,101
3 Doors Down,Loser,22,101
3 Doors Down,Loser,23,101
3 Doors Down,Loser,24,101
3 Doors Down,Loser,25,101
3 Doors Down,Loser,26,101
3 Doors Down,Loser,27,101
3 Doors Down,Loser,28,101
3 Doors Down,Loser,29,101
3 Doors Down,Loser,30,101
3 Doors Down,Loser,31,101
3 Doors Down,Loser,32,101
3 Doors Down,Loser,33,101
3 Doors Down,Loser,34,101
3 Doors Down,Loser,35,101
3 Doors Down,Loser,36,101
3 Doors Down,Loser,37,101
3 Doors Down,Loser,38,101
3 Doors Down,Loser,39,101
3 Doors Down,Loser,40,101
3 Doors Down,Loser,41,101
3 Doors Down,Loser,42,101
3 Doors Down,Loser,43,101
3 Doors Down,Loser,44,101
3 Doors Down,Loser,45,101
3 Doors Down,Loser,46,101
3 Doors Down,Loser,47,101
3 Doors Down,Loser,48,101
3 Doors Down,Loser,49,101
3 Doors Down,Loser,50,101
3 Doors Down,Loser,51,101
3 Doors Down,Loser,52,101
3 Doors Down,Loser,53,101
3 Doors Down,Loser,54,101
3 Doors Down,Loser,55,101
3 Doors Down,Loser,56,101
3 Doors Down,Loser,57,101
3 Doors Down,Loser,58,101
3 Doors Down,Loser,59,101
3 Doors Down,Loser,60,101
3 Doors Down,Loser,61,101
3 Doors Down,Loser,62,101
3 Doors Down,Loser,63,101
3 Doors Down,Loser,64,101
3 Doors Down,Loser,65,101
3 Doors Down,Loser,66,101
3 Doors Down,Loser,67,101
3 Doors Down,Loser,68,101
3 Doors Down,Loser,69,101
3 Doors Down,Loser,70,101
3 Doors Down,Loser,71,101
3 Doors Down,Loser,72,101
3 Doors Down,Loser,73,101
3 Doors Down,Loser,74,101
3 Doors Down,Loser,75,101
3 Doors Down,Loser,76,101
504 Boyz,Wobble Wobble,1,57
504 Boyz,Wobble Wobble,2,34
504 Boyz,Wobble Wobble,3,25
504 Boyz,Wobble Wobble,4,17
504 Boyz,Wobble Wobble,5,17
504 Boyz,Wobble Wobble,6,31
504 Boyz,Wobble Wobble,7,36
504 Boyz,Wobble Wobble,8,49
504 Boyz,Wobble Wobble,9,53
504 Boyz,Wobble Wobble,10,57
504 Boyz,Wobble Wobble,11,64
504 Boyz,Wobble Wobble,12,70
504 Boyz,Wobble Wobble,13,75
504 Boyz,Wobble Wobble,14,76
504 Boyz,Wobble Wobble,15,78
504 Boyz,Wobble Wobble,16,85
504 Boyz,Wobble Wobble,17,92
504 Boyz,Wobble Wobble,18,96
504 Boyz,Wobble Wobble,19,101
504 Boyz,Wobble Wobble,20,101
504 Boyz,Wobble Wobble,21,101
504 Boyz,Wobble Wobble,22,101
504 Boyz,Wobble Wobble,23,101
504 Boyz,Wobble Wobble,24,101
504 Boyz,Wobble Wobble,25,101
504 Boyz,Wobble Wobble,26,101
504 Boyz,Wobble Wobble,27,101
504 Boyz,Wobble Wobble,28,101
504 Boyz,Wobble Wobble,29,101
504 Boyz,Wobble Wobble,30,101
504 Boyz,Wobble Wobble,31,101
504 Boyz,Wobble Wobble,32,101
504 Boyz,Wobble Wobble,33,101
504 Boyz,Wobble Wobble,34,101
504 Boyz,Wobble Wobble,35,101
504 Boyz,Wobble Wobble,36,101
504 Boyz,Wobble Wobble,37,101
504 Boyz,Wobble Wobble,38,101
504 Boyz,Wobble Wobble,39,101
504 Boyz,Wobble Wobble,40,101
504 Boyz,Wobble Wobble,41,101
504 Boyz,Wobble Wobble,42,101
504 Boyz,Wobble Wobble,43,101
504 Boyz,Wobble Wobble,44,101
504 Boyz,Wobble Wobble,45,101
504 Boyz,Wobble Wobble,46,101
504 Boyz,Wobble Wobble,47,101
504 Boyz,Wobble Wobble,48,101
504 Boyz,Wobble Wobble,49,101
504 Boyz,Wobble Wobble,50,101
504 Boyz,Wobble Wobble,51,101
504 Boyz,Wobble Wobble,52,101
504 Boyz,Wobble Wobble,53,101
504 Boyz,Wobble Wobble,54,101
504 Boyz,Wobble Wobble,55,101
504 Boyz,Wobble Wobble,56,101
504 Boyz,Wobble Wobble,57,101
504 Boyz,Wobble Wobble,58,101
504 Boyz,Wobble Wobble,59,101
504 Boyz,Wobble Wobble,60,101
504 Boyz,Wobble Wobble,61,101
504 Boyz,Wobble Wobble,62,101
504 Boyz,Wobble Wobble,63,101
504 Boyz,Wobble Wobble,64,101
504 Boyz,Wobble Wobble,65,101
504 Boyz,Wobble Wobble,66,101
504 Boyz,Wobble Wobble,67,101
504 Boyz,Wobble Wobble,68,101
504 Boyz,Wobble Wobble,69,101
504 Boyz,Wobble Wobble,70,101
504 Boyz,Wobble Wobble,71,101
504 Boyz,Wobble Wobble,72,101
504 Boyz,Wobble Wobble,73,101
504 Boyz,Wobble Wobble,74,101
504 Boyz,Wobble Wobble,75,101
504 Boyz,Wobble Wobble,76,101
98¡,Give Me Just One Night (Una Noche),1,51
98¡,Give Me Just One Night (Una Noche),2,39
98¡,Give Me Just One Night (Una Noche),3,34
98¡,Give Me Just One Night (Una Noche),4,26
98¡,Give Me Just One Night (Una Noche),5,26
98¡,Give Me Just One Night (Una Noche),6,19
98¡,Give Me Just One Night (Una Noche),7,2
98¡,Give Me Just One Night (Una Noche),8,2
98¡,Give Me Just One Night (Una Noche),9,3
98¡,Give Me Just One Night (Una Noche),10,6
98¡,Give Me Just One Night (Una Noche),11,7
98¡,Give Me Just One Night (Una Noche),12,22
98¡,Give Me Just One Night (Una Noche),13,29
98¡,Give Me Just One Night (Una Noche),14,36
98¡,Give Me Just One Night (Una Noche),15,47
98¡,Give Me Just One Night (Una Noche),16,67
98¡,Give Me Just One Night (Una Noche),17,66
98¡,Give Me Just One Night (Una Noche),18,84
98¡,Give Me Just One Night (Una Noche),19,93
98¡,Give Me Just One Night (Una Noche),20,94
98¡,Give Me Just One Night (Una Noche),21,101
98¡,Give Me Just One Night (Una Noche),22,101
98¡,Give Me Just One Night (Una Noche),23,101
98¡,Give Me Just One Night (Una Noche),24,101
98¡,Give Me Just One Night (Una Noche),25,101
98¡,Give Me Just One Night (Una Noche),26,101
98¡,Give Me Just One Night (Una Noche),27,101
98¡,Give Me Just One Night (Una Noche),28,101
98¡,Give Me Just One Night (Una Noche),29,101
98¡,Give Me Just One Night (Una Noche),30,101
98¡,Give Me Just One Night (Una Noche),31,101
98¡,Give Me Just One Night (Una Noche),32,101
98¡,Give Me Just One Night (Una Noche),33,101
98¡,Give Me Just One Night (Una Noche),34,101
98¡,Give Me Just One Night (Una Noche),35,101
98¡,Give Me Just One Night (Una Noche),36,101
98¡,Give Me Just One Night (Una Noche),37,101
98¡,Give Me Just One Night (Una Noche),38,101
98¡,Give Me Just One Night (Una Noche),39,101
98¡,Give Me Just One Night (Una Noche),40,101
98¡,Give Me Just One Night (Una Noche),41,101
98¡,Give Me Just One Night (Una Noche),42,101
98¡,Give Me Just One Night (Una Noche),43,101
98¡,Give Me Just One Night (Una Noche),44,101
98¡,Give Me Just One Night (Una Noche),45,101
98¡,Give Me Just One Night (Una Noche),46,101
98¡,Give Me Just One Night (Una Noche),47,101
98¡,Give Me Just One Night (Una Noche),48,101
98¡,Give Me Just One Night (Una Noche),49,101
98¡,Give Me Just One Night (Una Noche),50,101
98¡,Give Me Just One Night (Una Noche),51,101
98¡,Give Me Just One Night (Una Noche),52,101
98¡,Give Me Just One Night (Una Noche),53,101
98¡,Give Me Just One Night (Una Noche),54,101
98¡,Give Me Just One Night (Una Noche),55,101
98¡,Give Me Just One Night (Una Noche),56,101
98¡,Give Me Just One Night (Una Noche),57,101
98¡,Give Me Just One Night (Una Noche),58,101
98¡,Give Me Just One Night (Una Noche),59,101
98¡,Give Me Just One Night (Una Noche),60,101
98¡,Give Me Just One Night (Una Noche),61,101
98¡,Give Me Just One Night (Una Noche),62,101
98¡,Give Me Just One Night (Una Noche),63,101
98¡,Give Me Just One Night (Una Noche),64,101
98¡,Give Me Just One Night (Una Noche),65,101
98¡,Give Me Just One Night (Una Noche),66,101
98¡,Give Me Just One Night (Una Noche),67,101
98¡,Give Me Just One Night (Una Noche),68,101
98¡,Give Me Just One Night (Una Noche),69,101
98¡,Give Me Just One Night (Una Noche),70,101
98¡,Give Me Just One Night (Una Noche),71,101
98¡,Give Me Just One Night (Una Noche),72,101
98¡,Give Me Just One Night (Una Noche),73,101
98¡,Give Me Just One Night (Una Noche),74,101
98¡,Give Me Just One Night (Una Noche),75,101
98¡,Give Me Just One Night (Una Noche),76,101
A*Teens,Dancing Queen,1,97
A*Teens,Dancing Queen,2,97
A*Teens,Dancing Queen,3,96
A*Teens,Dancing Queen,4,95
A*Teens,Dancing Queen,5,100
A*Teens,Dancing Queen,6,101
A*Teens,Dancing Queen,7,101
A*Teens,Dancing Queen,8,101
A*Teens,Dancing Queen,9,101
A*Teens,Dancing Queen,10,101
A*Teens,Dancing Queen,11,101
A*Teens,Dancing Queen,12,101
A*Teens,Dancing Queen,13,101
A*Teens,Dancing Queen,14,101
A*Teens,Dancing Queen,15,101
A*Teens,Dancing Queen,16,101
A*Teens,Dancing Queen,17,101
A*Teens,Dancing Queen,18,101
A*Teens,Dancing Queen,19,101
A*Teens,Dancing Queen,20,101
A*Teens,Dancing Queen,21,101
A*Teens,Dancing Queen,22,101
A*Teens,Dancing Queen,23,101
A*Teens,Dancing Queen,24,101
A*Teens,Dancing Queen,25,101
A*Teens,Dancing Queen,26,101
A*Teens,Dancing Queen,27,101
A*Teens,Dancing Queen,28,101
A*Teens,Dancing Queen,29,101
A*Teens,Dancing Queen,30,101
A*Teens,Dancing Queen,31,101
A*Teens,Dancing Queen,32,101
A*Teens,Dancing Queen,33,101
A*Teens,Dancing Queen,34,101
A*Teens,Dancing Queen,35,101
A*Teens,Dancing Queen,36,101
A*Teens,Dancing Queen,37,101
A*Teens,Dancing Queen,38,101
A*Teens,Dancing Queen,39,101
A*Teens,Dancing Queen,40,101
A*Teens,Dancing Queen,41,101
A*Teens,Dancing Queen,42,101
A*Teens,Dancing Queen,43,101
A*Teens,Dancing Queen,44,101
A*Teens,Dancing Queen,45,101
A*Teens,Dancing Queen,46,101
A*Teens,Dancing Queen,47,101
A*Teens,Dancing Queen,48,101
A*Teens,Dancing Queen,49,101
A*Teens,Dancing Queen,50,101
A*Teens,Dancing Queen,51,101
A*Teens,Dancing Queen,52,101
A*Teens,Dancing Queen,53,101
A*Teens,Dancing Queen,54,101
A*Teens,Dancing Queen,55,101
A*Teens,Dancing Queen,56,101
A*Teens,Dancing Queen,57,101
A*Teens,Dancing Queen,58,101
A*Teens,Dancing Queen,59,101
A*Teens,Dancing Queen,60,101
A*Teens,Dancing Queen,61,101
A*Teens,Dancing Queen,62,101
A*Teens,Dancing Queen,63,101
A*Teens,Dancing Queen,64,101
A*Teens,Dancing Queen,65,101
A*Teens,Dancing Queen,66,101
A*Teens,Dancing Queen,67,101
A*Teens,Dancing Queen,68,101
A*Teens,Dancing Queen,69,101
A*Teens,Dancing Queen,70,101
A*Teens,Dancing Queen,71,101
A*Teens,Dancing Queen,72,101
A*Teens,Dancing Queen,73,101
A*Teens,Dancing Queen,74,101
A*Teens,Dancing Queen,75,101
A*Teens,Dancing Queen,76,101
Aaliyah,I Don't Wanna,1,84
Aaliyah,I Don't Wanna,2,62
Aaliyah,I Don't Wanna,3,51
Aaliyah,I Don't Wanna,4,41
Aaliyah,I Don't Wanna,5,38
Aaliyah,I Don't Wanna,6,35
Aaliyah,I Don't Wanna,7,35
Aaliyah,I Don't Wanna,8,38
Aaliyah,I Don't Wanna,9,38
Aaliyah,I Don't Wanna,10,36
Aaliyah,I Don't Wanna,11,37
Aaliyah,I Don't Wanna,12,37
Aaliyah,I Don't Wanna,13,38
Aaliyah,I Don't Wanna,14,49
Aaliyah,I Don't Wanna,15,61
Aaliyah,I Don't Wanna,16,63
Aaliyah,I Don't Wanna,17,62
Aaliyah,I Don't Wanna,18,67
Aaliyah,I Don't Wanna,19,83
Aaliyah,I Don't Wanna,20,86
Aaliyah,I Don't Wanna,21,101
Aaliyah,I Don't Wanna,22,101
Aaliyah,I Don't Wanna,23,101
Aaliyah,I Don't Wanna,24,101
Aaliyah,I Don't Wanna,25,101
Aaliyah,I Don't Wanna,26,101
Aaliyah,I Don't Wanna,27,101
Aaliyah,I Don't Wanna,28,101
Aaliyah,I Don't Wanna,29,101
Aaliyah,I Don't Wanna,30,101
Aaliyah,I Don't Wanna,31,101
Aaliyah,I Don't Wanna,32,101
Aaliyah,I Don't Wanna,33,101
Aaliyah,I Don't Wanna,34,101
Aaliyah,I Don't Wanna,35,101
Aaliyah,I Don't Wanna,36,101
Aaliyah,I Don't Wanna,37,101
Aaliyah,I Don't Wanna,38,101
Aaliyah,I Don't Wanna,39,101
Aaliyah,I Don't Wanna,40,101
Aaliyah,I Don't Wanna,41,101
Aaliyah,I Don't Wanna,42,101
Aaliyah,I Don't Wanna,43,101
Aaliyah,I Don't Wanna,44,101
Aaliyah,I Don't Wanna,45,101
Aaliyah,I Don't Wanna,46,101
Aaliyah,I Don't Wanna,47,101
Aaliyah,I Don't Wanna,48,101
Aaliyah,I Don't Wanna,49,101
Aaliyah,I Don't Wanna,50,101
Aaliyah,I Don't Wanna,51,101
Aaliyah,I Don't Wanna,52,101
